torch_version,release_date,backend,backend_version,python_min,python_max,pythons,compute_capabilities,arch_list_raw,has_ptx,platforms,on_pypi,version_on_pypi,pypi_linux_default,arch_source_url
0.1,2023-10-06,default,,2.7,3.5,2.7 3.5,,,False,macos/x86_64,False,False,False,
0.1.6.post17,2023-10-06,default,,2.7,3.5,2.7 3.5,,,False,linux/x86_64,False,False,False,
0.1.6.post20,2023-10-09,default,,2.7,3.5,2.7 3.5,,,False,linux/x86_64,False,False,False,
0.1.6.post22,2023-10-06,default,,2.7,3.5,2.7 3.5,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.7.post2,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.8.post1,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.9.post1,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.9.post2,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.10.post1,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.10.post2,2023-10-09,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64,False,False,False,
0.1.11.post4,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.11.post5,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.12.post1,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.1.12.post2,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.2.0.post1,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.2.0.post2,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.2.0.post3,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.3.0,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.3.0.post2,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.3.0.post3,2023-10-06,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.3.0.post4,2023-10-05,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.3.1,2023-10-05,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64,False,False,False,
0.4.0,2023-10-05,default,,2.7,3.6,2.7 3.5 3.6,,,False,linux/x86_64 macos/x86_64 windows/x86_64,False,False,False,
0.4.1,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,False,False,False,
0.4.1.post2,2023-10-05,default,,3.7,3.7,3.7,,,False,linux/x86_64,False,False,False,
1.0.0,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.0.1,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.0.1.post2,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64,False,False,False,
1.1.0,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.1.0.post2,2023-10-05,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,macos/x86_64,False,False,False,
1.2.0,2023-10-06,cpu,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.2.0,2023-10-06,cuda,9.2,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.2.0,2023-10-06,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.3.0,2023-10-06,cpu,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.3.0,2023-10-06,cuda,9.2,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.3.0,2023-10-06,cuda,10.0,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64,False,True,False,
1.3.0,2023-10-06,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.3.0.post2,2023-10-06,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,macos/x86_64,False,False,False,
1.3.1,2023-10-06,cpu,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.3.1,2023-10-06,cuda,9.2,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.3.1,2023-10-06,cuda,10.0,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64,False,True,False,
1.3.1,2023-10-06,default,,2.7,3.7,2.7 3.5 3.6 3.7,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.4.0,2023-10-06,cpu,,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.4.0,2023-10-06,cuda,9.2,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.4.0,2023-10-06,cuda,10.0,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64,False,True,False,
1.4.0,2023-10-06,default,,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.5.0,2023-10-06,cpu,,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.0,2023-10-06,cuda,9.2,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.0,2023-10-06,cuda,10.1,3.5,3.8,3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.0,2023-10-06,default,,2.7,3.8,2.7 3.5 3.6 3.7 3.8,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.5.1,2023-10-06,cpu,,3.5,3.8,3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.1,2023-10-06,cuda,9.2,3.5,3.8,3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.1,2023-10-06,cuda,10.1,3.5,3.8,3.5 3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.5.1,2023-10-06,default,,3.5,3.8,3.5 3.6 3.7 3.8,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.6.0,2023-10-06,cpu,,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.6.0,2023-10-06,cuda,9.2,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64,False,True,False,
1.6.0,2023-10-06,cuda,10.1,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.6.0,2023-10-06,default,,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.7.0,2023-10-06,cpu,,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.0,2023-10-06,cuda,9.2,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64,False,True,False,
1.7.0,2023-10-06,cuda,10.1,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.0,2023-10-06,cuda,11.0,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.0,2023-10-06,default,,3.6,3.8,3.6 3.7 3.8,,,False,linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.7.1,2023-10-06,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.1,2023-10-06,cuda,9.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.7.1,2023-10-06,cuda,10.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.1,2023-10-06,cuda,11.0,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.7.1,2023-10-06,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 linux/x86_64 macos/x86_64 windows/x86_64,True,True,False,
1.7.1,2023-10-06,rocm,3.7,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.7.1,2023-10-06,rocm,3.8,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.8.0,2023-10-06,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.0,2023-10-06,cuda,10.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.0,2023-10-06,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.0,2023-10-06,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 linux/x86_64 macos/arm64 macos/x86_64 windows/x86_64,True,True,False,
1.8.0,2023-10-06,rocm,3.10,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.8.0,2023-10-06,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.8.1,2023-10-06,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.1,2023-10-06,cuda,10.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.1,2023-10-06,cuda,10.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.1,2023-10-06,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.8.1,2023-10-06,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 macos/arm64 macos/x86_64,True,True,False,
1.8.1,2023-10-06,rocm,3.10,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.8.1,2023-10-06,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.0,2023-10-06,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.9.0,2023-10-06,cuda,10.2,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0,3.7;5.0;6.0;7.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.9/manywheel/build.sh
1.9.0,2023-10-06,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.9/manywheel/build.sh
1.9.0,2023-10-06,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 macos/arm64 macos/x86_64,True,True,False,
1.9.0,2023-10-06,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.0,2023-10-06,rocm,4.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.0,2023-10-06,rocm,4.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.1,2023-10-06,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.9.1,2023-10-06,cuda,10.2,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0,3.7;5.0;6.0;7.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.9/manywheel/build.sh
1.9.1,2023-10-06,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.9/manywheel/build.sh
1.9.1,2023-10-06,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,macos/arm64 macos/x86_64,True,True,False,
1.9.1,2023-10-06,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.1,2023-10-06,rocm,4.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.9.1,2023-10-06,rocm,4.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.0,2023-10-05,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.10.0,2023-10-05,cuda,10.2,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0,3.7;5.0;6.0;7.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.0,2023-10-05,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.0,2023-10-05,cuda,11.3,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.0,2023-10-05,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 macos/arm64 macos/x86_64,True,True,False,
1.10.0,2023-10-05,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.0,2023-10-05,rocm,4.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.0,2023-10-05,rocm,4.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.1,2023-10-05,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
1.10.1,2023-10-05,cuda,10.2,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0,3.7;5.0;6.0;7.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.1,2023-10-05,cuda,11.1,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.1,2023-10-05,cuda,11.3,3.6,3.9,3.6 3.7 3.8 3.9,3.7;5.0;6.0;7.0;7.5;8.0;8.6,3.7;5.0;6.0;7.0;7.5;8.0;8.6,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/builder/release/1.10/manywheel/build.sh
1.10.1,2023-10-05,default,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/aarch64 macos/arm64 macos/x86_64,True,True,False,
1.10.1,2023-10-05,rocm,4.0.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.1,2023-10-05,rocm,4.1,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.1,2023-10-05,rocm,4.2,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64,False,True,False,
1.10.2,2023-10-05,cpu,,3.6,3.9,3.6 3.7 3.8 3.9,,,False,linux/x86_64 windows/x86_64,False,True,False,
